aes,wmo,id,name,instr,prov,lon,lat,elev,tz_correct,h_bul,s_bul,hly,syn,tmm,ua,useindex,agency,the_geom
72613,72613,KMWN,MOUNT WASHINGTON                                  ,  CLIM,NH,-71.3,44.267,1909,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72613,NWS,01010000208A0F0000997160F22BCE3C41161E96A7D26F05C1
72614,72614,K1V4,STJOHNSBURY                                       ,   SFC,VT,-72.017,44.417,203,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72614,NWS,01010000208A0F0000EF72181F8BE13B41DD23A115E90D06C1
72616,72616,KBML,BERLIN                                            ,   SFC,NH,-71.176,44.575,353,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72616,NWS,01010000208A0F00003C8EC07308C13C41B3652EBFF30401C1
72617,72617,KBTV,BURLINGTON/INT                                    ,   SFC,VT,-73.15,44.467,102,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72617,NWS,01010000208A0F0000BCA2F8E28E883A41DDAF0E5E384809C1
72635,72635,KGRR,GRAND RAPIDS/KENT CO                              ,   SFC,MI,-85.517,42.883,242,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72635,NWS,01010000208A0F0000BEA528AE7A38284182629B89A93723C1
72638,72638,KHTL,HOUGHTON LAKE/ROSCOMMON COUNTY                    ,   SFC,MI,-84.683,44.367,351,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72638,NWS,01010000208A0F000020D0B7061C802941018017E644991BC1
72643,72643,KLSE,LA CROSSE/MUN                                     ,   SFC,WI,-91.25,43.867,199,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72643,NWS,01010000208A0F0000C56159DA05D012418AA4B6F2BC5321C1
72644,72644,KRST,ROCHESTER/MUN                                     ,   SFC,MN,-92.5,43.917,401,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72644,NWS,01010000208A0F0000950F85E1731009416C49E4BCD04E21C1
72648,72648,KESC,ESCANABA                                          ,   SFC,MI,-87.033,45.75,180,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72648,NWS,01010000208A0F00007E6728078021234183B6643478CD13C1
72651,72651,KFSD,SIOUX FALLS/FOSS FIELD                            ,   SFC,SD,-96.733,43.583,435,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72651,NWS,01010000208A0F000011D3602ED28001C1E5D2C728DF8722C1
72653,72653,K9V9,CHAMBERLAIN                                       ,   SFC,SD,-99.317,43.8,530,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72653,NWS,01010000208A0F0000981E478D3BAF15C1E25BD0B8067821C1
72654,72654,KHON,HURON/HURON REGIONAL                              ,   SFC,SD,-98.217,44.383,392,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72654,NWS,01010000208A0F0000286031BFB8EB0FC16CA9F794C43A1FC1
72659,72659,KABR,ABERDEEN/REG                                      ,   SFC,SD,-98.413,45.456,398,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72659,NWS,01010000208A0F00007604C228DB8810C12D462D401EC817C1
72662,72662,KRAP,RAPID CITY/REGIONAL AIRPORT                       ,   SFC,SD,-103.2,44.067,976,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72662,NWS,01010000208A0F000036EB93192A6F24C1950CB8F5172F1FC1
72665,72665,KGCC,GILLETTE/GILLETTE-CAMPBELL COUNTY A               ,   SFC,WY,-105.533,44.35,1230,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72665,NWS,01010000208A0F000097F4DA3D070A2AC1E5FF9FF82E8A1BC1
72666,72666,KSHR,SHERIDAN/COUNTY                                   ,   SFC,WY,-106.967,44.767,1226,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72666,NWS,01010000208A0F0000B72A436672462DC1E89578B1297417C1
72670,72670,KCOD,CODY/MUN                                          ,   SFC,WY,-109.017,44.517,1551,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72670,NWS,01010000208A0F0000BF1C071EAB3331C1A72BEED1FC1717C1
72671,72671,KBPI,BIG PINEY                                         ,   SFC,WY,-110.1,42.567,2124,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72671,NWS,01010000208A0F0000AFEA87E6B14D33C115248B8A458621C1
72672,72672,KRIW,RIVERTON                                          ,   SFC,WY,-108.477,43.065,1699,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72672,NWS,01010000208A0F000063250AD9421431C1C71B099E80C220C1
72677,72677,KBIL,BILLINGS/LOGAN INT                                ,   SFC,MT,-108.533,45.8,1099,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72677,NWS,01010000208A0F000056D69485612630C1118C927477EB0DC1
72681,72681,KBOI,BOISE/MUN                                         ,   SFC,ID,-116.211,43.567,873,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72681,NWS,01010000208A0F00001A4FBCA32A4C3AC13018554BA49613C1
72683,72683,KBNO,BURNS                                             ,   SFC,OR,-118.95,43.583,1265,-8,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72683,NWS,01010000208A0F0000A5A820BFEA873DC19A9944D8BE590DC1
72688,72688,KPDT,PENDLETON                                         ,   SFC,OR,-118.85,45.683,455,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72688,NWS,01010000208A0F0000264687758F153CC1B03788A19D9FD5C0
72693,72693,KEUG,EUGENE/MAHLON SWEET                               ,   SFC,OR,-123.217,44.117,111,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72693,NWS,01010000208A0F0000ADFDFF5A660941C1D7F52A5413E8E5C0
72712,72712,KCAR,CARIBOU/MUN                                       ,   SFC,ME,-68.014,46.868,191,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72712,NWS,01010000208A0F0000AE71EDE7D6BA3E4177107AF794E20741
72713,72713,KPQI,PRESQUE ISLE                                      ,   SFC,ME,-68.05,46.683,163,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72713,NWS,01010000208A0F00007CF8027150D23E419447DAB8BB6F0541
72734,72734,KANJ,SAULT STE. MARIE MUNI                             ,   SFC,MI,-84.35,46.483,218,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72734,NWS,01010000208A0F000033136EC5F31929419CA916FC5DE909C1
72744,72744,KCMX,HOUGHTON/HOUGHTON COUNTY                          ,   SFC,MI,-88.5,47.167,333,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72744,NWS,01010000208A0F0000A177A134A7401E417C274B8890E005C1
72747,72747,KINL,INTFALLS/FALLS INT                                ,   SFC,MN,-93.398,48.565,357,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72747,NWS,01010000208A0F00002E31778DC1E9FC40124A5A8F82E9E6C0
72753,72753,KFAR,FARGO/HECTOR FIELD                                ,   SFC,ND,-96.8,46.9,274,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72753,NWS,01010000208A0F0000051BF1D1B4E200C1C04E09729C620CC1
72755,72755,KBJI,BEMIDJI/MUN                                       ,   SFC,MN,-94.933,47.5,423,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72755,NWS,01010000208A0F0000C4776762BAD6B34023C462F8CE6B04C1
72764,72764,KBIS,BISMARCK/MUN                                      ,   SFC,ND,-100.759,46.772,506,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72764,NWS,01010000208A0F0000913E1FD5E30E1BC11752B675D4EC0BC1
72767,72767,KISN,WILLISTON/SLOULIN FIELD INT                       ,   SFC,ND,-103.633,48.183,592,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72767,NWS,01010000208A0F0000F5F9C3AD269823C1A90812ECD01FE7C0
72768,72768,KGGW,GLASGOW/INT                                       ,   SFC,MT,-106.626,48.207,693,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72768,NWS,01010000208A0F00000220B90F884E2AC1F25EABC93034C2C0
72772,72772,KHLN,HELENA/COUNTY-CITY                                ,   SFC,MT,-112,46.6,1186,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72772,NWS,01010000208A0F000018C808EE0DD633C15F58C50796CCF6C0
72773,72773,KMSO,MISSOULA/JOHNSON-BELL FIELD                       ,   SFC,MT,-114.083,46.917,976,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72773,NWS,01010000208A0F000037726FC17C0936C19E0A0AAE58ECCBC0
72775,72775,KGTF,GREAT FALLS/INT                                   ,   SFC,MT,-111.367,47.483,1118,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,72775,NWS,01010000208A0F00002ACC4E37E0BA32C1B1E7512DCE4AC4C0
72777,72777,KHVR,HAVRE/CITY COUNTY                                 ,   SFC,MT,-109.767,48.55,789,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72777,NWS,01010000208A0F0000D703525B038430C165442CE7C495F240
72779,72779,KGPI,KALISPELL/GLACIER PARK INT                        ,   SFC,MT,-114.267,48.3,906,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72779,NWS,01010000208A0F000009B7BC77088A35C10A13B42BB1C80041
72783,72783,KLWS,LEWISTON/LEWISTON-NEZ PERCE CO                    ,   SFC,ID,-117.017,46.383,438,-8,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72783,NWS,01010000208A0F0000D54F7578D29B39C112DEFA62456B8B40
72785,72785,KGEG,SPOKANE/INT                                       ,   SFC,WA,-117.533,47.633,720,-8,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72785,NWS,01010000208A0F0000992AB6A3367139C1EFB1BD0514D40141
72791,72791,KAST,ASTORIA/CLATSOP                                   ,   SFC,OR,-123.883,46.15,7,-8,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72791,NWS,01010000208A0F00005877959C6EA440C1B7FED7477E9C0641
72797,72797,KUIL,QUILLAYUTE                                        ,  CLIM,WA,-124.56,47.934,57,-8,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,72797,NWS,01010000208A0F000053D6E9AD135240C18F7D844A98A51741
7312,7312,CCCC,CAP ETERNITE,   SFC,QC,-70.396,48.25,292,-5,none,none,-,-,-,-,7312,SOPFEU,01010000208A0F0000776B0E5382453B415F3C89AE70441041
7316,7316,CCCC,LA BAIE,   SFC,QC,-70.919,48.298,151,-5,none,none,-,-,-,-,7316,SOPFEU,01010000208A0F0000E7F2BD7E9EB03A4159B9F9B9B45D0F41
7317,7317,CCCC,NORMANDIN,   SFC,QC,-72.546,48.843,136,-5,none,none,-,-,-,-,7317,SOPFEU,01010000208A0F000017E6BE6614A538413E49CC0C5E841041
7318,7318,CCCC,JONQUIERE,   SFC,QC,-71.142,48.425,127,-5,none,none,-,-,-,-,7318,SOPFEU,01010000208A0F0000245F0C9118603A41048A4D4C4A1D1041
7321,7321,CCCC,ST-AIME DES LACS,   SFC,QC,-70.303,47.687,214,-5,none,none,-,-,-,-,7321,SOPFEU,01010000208A0F0000A06066A585BB3B411FE8482597C00941
7322,7322,CCCC,ESCOUMINS,   SFC,QC,-69.614,48.72,507,-5,none,none,-,-,-,-,7322,SOPFEU,01010000208A0F0000DFE6627932C83B41369C8B74EA921441
7329,7329,CCCC,CHARLEVOIX,   SFC,QC,-70.638,47.284,722,-5,none,none,-,-,-,-,7329,SOPFEU,01010000208A0F00002B9872A9D2A13B41E115946CAD7C0341
7331,7331,CCCC,MONTMAGNY,   SFC,QC,-70.327,46.983,340,-5,none,none,-,-,-,-,7331,SOPFEU,01010000208A0F00004EFFE31267293C411E92F5939CC30041
7338,7338,CCCC,LA POCATIERE,   SFC,QC,-70.032,47.356,30,-5,none,none,-,-,-,-,7338,SOPFEU,01010000208A0F00008402E8E9B93C3C4179EBB9CAE8860641
7341,7341,CCCC,ESCOURT,   SFC,QC,-69.128,47.556,270,-5,none,none,-,-,-,-,7341,SOPFEU,01010000208A0F00005E10D2088D113D4147019BAD124D0C41
7344,7344,CCCC,DUCHENIER,   SFC,QC,-68.593,48.115,340,-5,none,none,-,-,-,-,7344,SOPFEU,01010000208A0F000043AD98B633403D41E261837727A01241
7349,7349,CCCC,RIV. DU LOUP,   SFC,QC,-69.549,47.806,148,-5,none,none,-,-,-,-,7349,SOPFEU,01010000208A0F0000413EC46287743C41346F51E555EA0D41
7351,7351,CCCC,COTE OUIMET,   SFC,QC,-68.111,48.293,423,-5,none,none,-,-,-,-,7351,SOPFEU,01010000208A0F00002238ECD9E6A03D4138EECAFB01A01441
7352,7352,CCCC,GITE,   SFC,QC,-66.118,48.946,250,-5,none,none,-,-,-,-,7352,SOPFEU,01010000208A0F0000747BFED1C7303F41D4067993C3741C41
7368,7368,CCCC,NEW CARLISLE,   SFC,QC,-65.332,48.013,45,-5,none,none,-,-,-,-,7368,SOPFEU,01010000208A0F00008972D14A7958404123F62C3B89591841
7374,7374,CCCC,GASPE,   SFC,QC,-64.956,48.915,508,-5,none,none,-,-,-,-,7374,SOPFEU,01010000208A0F0000947663DB35304041993557AA27971E41
7411,7411,CCCC,HARRICANA,   SFC,QC,-78.156,48.896,297,-5,none,none,-,-,-,-,7411,SOPFEU,01010000208A0F00006163404B3AA232418FC632B230710241
7412,7412,CCCC,CAPITACHOUANE,   SFC,QC,-76.598,47.828,373,-5,none,none,-,-,-,-,7412,SOPFEU,01010000208A0F000097A256D24CD43441547DD20D29A8F040
7416,7416,CCCC,BELL,   SFC,QC,-77.197,48.432,305,-5,none,none,-,-,-,-,7416,SOPFEU,01010000208A0F00007ADBFBDEA3E23341D007E4E49661FD40
7418,7418,CCCC,VAL D'OR,   SFC,QC,-77.788,48.057,337,-5,none,none,-,-,-,-,7418,SOPFEU,01010000208A0F0000558AF2BB89693341034CEB1935A2F040
7419,7419,CCCC,ROUYN,   SFC,QC,-79.035,48.246,317,-5,none,none,-,-,-,-,7419,SOPFEU,01010000208A0F0000C9B70D3FF0F43141DA8604854C7EEF40
7423,7423,CCCC,ECHOUANI,   SFC,QC,-75.596,47.833,415,-5,none,none,-,-,-,-,7423,SOPFEU,01010000208A0F00003CFBA70B2CED3541E211D067FA2CF640
74230,74230,KMLS,MILES CITY                                        ,   SFC,MT,-105.867,46.433,801,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,74230,NWS,01010000208A0F0000A161781015A329C1DB0C93EEC43D0AC1
7424,7424,CCCC,GOUIN SUD-OUEST,   SFC,QC,-75.325,48.45,405,-5,none,none,-,-,-,-,7424,SOPFEU,01010000208A0F0000DC13084735E7354123D9F7F446D80341
7427,7427,CCCC,BERTHELOT,   SFC,QC,-76.256,48.476,427,-5,none,none,-,-,-,-,7427,SOPFEU,01010000208A0F0000902659F084E234413F2632E864AD0141
7428,7428,CCCC,PARENT,   SFC,QC,-74.624,47.922,441,-5,none,none,-,-,-,-,7428,SOPFEU,01010000208A0F00006D0BDB56AEF0364190E44B6F55F8FD40
7432,7432,CCCC,PANACHE,   SFC,QC,-72.638,48.139,433,-5,none,none,-,-,-,-,7432,SOPFEU,01010000208A0F0000EEEBCE89D3F538416EC134A580C20741
7433,7433,CCCC,WEYMONT,   SFC,QC,-73.807,47.846,356,-5,none,none,-,-,-,-,7433,SOPFEU,01010000208A0F00008787646B65DE374145F87DB1A0680041
7434,7434,CCCC,WAGEGUMA,   SFC,QC,-73.459,48.489,588,-5,none,none,-,-,-,-,7434,SOPFEU,01010000208A0F0000CA8AB23BCEE13741513FA91D8FB80941
7435,7435,CCCC,LA LOUTRE,   SFC,QC,-74.031,48.333,390,-5,none,none,-,-,-,-,7435,SOPFEU,01010000208A0F00000D6A85D8745B3741E278C86D3E040641
7446,7446,CCCC,RIV. AUX ECORCES,   SFC,QC,-71.645,48.183,360,-5,none,none,-,-,-,-,7446,SOPFEU,01010000208A0F0000912DBD181CFE394160804341AD800B41
74490,74490,KBED,BEDFORD/HANSCOM AFB                               ,   SFC,MA,-71.283,42.467,41,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,74490,NWS,01010000208A0F0000550EEA651BF73D41EB80C248D55816C1
7453,7453,CCCC,PIKAUBA,   SFC,QC,-71.252,47.837,770,-5,none,none,-,-,-,-,7453,SOPFEU,01010000208A0F00005C1D2CDAE79F3A417B33C5FB5F680841
7455,7455,CCCC,LA GALETTE,   SFC,QC,-70.723,47.742,732,-5,none,none,-,-,-,-,7455,SOPFEU,01010000208A0F00006B77B88AD13F3B412E201785DAFE0841
7456,7456,CCCC,LAC HA! HA!,   SFC,QC,-70.78,47.983,533,-5,none,none,-,-,-,-,7456,SOPFEU,01010000208A0F00000DBB646129093B41E9B0CCF6D9D90B41
7459,7459,CCCC,P. LAURENTIDES,   SFC,QC,-71.229,47.562,791,-5,none,none,-,-,-,-,7459,SOPFEU,01010000208A0F000022013C9907D23A41F520D1CCE5FD0441
7461,7461,CCCC,MISTASSINI,   SFC,QC,-72.631,49.333,343,-5,none,none,-,-,-,-,7461,SOPFEU,01010000208A0F000066B404A1E3443841194B4C82C8811341
74641,74641,KWWR,GAGE                                              ,   SFC,OK,-99.775,36.297,667,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,74641,NWS,01010000208A0F0000FAAA9D7C7CF71BC1B2BA946E16F135C1
7465,7465,CCCC,MISTASSIBI 2,   SFC,QC,-71.941,49.373,183,-5,none,none,-,-,-,-,7465,SOPFEU,01010000208A0F00006F1735140BF638411405D0E441D41441
7468,7468,CCCC,ONATCHIWAY,   SFC,QC,-71.031,48.895,304,-5,none,none,-,-,-,-,7468,SOPFEU,01010000208A0F00006E751D01C9323A41BE445523E3441341
7472,7472,CCCC,BAIE COMEAU,   SFC,QC,-68.146,49.259,129,-5,none,none,-,-,-,-,7472,SOPFEU,01010000208A0F00008F9B1B4886EB3C41242BAB25CC8B1A41
7474,7474,CCCC,GODBOUT,   SFC,QC,-67.626,49.647,463,-5,none,none,-,-,-,-,7474,SOPFEU,01010000208A0F0000DDA13ECACF2B3D4116AD9016D2E31D41
7475,7475,CCCC,FORESTVILLE,   SFC,QC,-69.413,49.196,530,-5,none,none,-,-,-,-,7475,SOPFEU,01010000208A0F00008B0A317B7BAC3B41172BFA815EE61741
74791,74791,KMYR,MYRTLE BEACH AFB                                  ,   SFC,SC,-78.933,33.683,8,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,74791,NWS,01010000208A0F00003ED18928CF7D38414E96793868DE37C1
7482,7482,CCCC,DUNIERE,   SFC,QC,-66.778,48.708,460,-5,none,none,-,-,-,-,7482,SOPFEU,01010000208A0F00007497B47304B33E415FF731CD1FB71941
7483,7483,CCCC,MARGUERITE,   SFC,QC,-67.069,48.318,472,-5,none,none,-,-,-,-,7483,SOPFEU,01010000208A0F000043EAF63173AF3E41D29D19CC7BC11641
7484,7484,CCCC,DEPOT-JOHN,   SFC,QC,-67.272,48.649,92,-5,none,none,-,-,-,-,7484,SOPFEU,01010000208A0F00002879B259333D3E417E95BA39ED671841
7489,7489,CCCC,AMQUI,   SFC,QC,-67.435,48.472,165,-5,none,none,-,-,-,-,7489,SOPFEU,01010000208A0F0000882E6D32EE323E4135C4D16933011741
7491,7491,CCCC,OBSERVATION,   SFC,QC,-65.203,48.569,520,-5,none,none,-,-,-,-,7491,SOPFEU,01010000208A0F000017BFC378A5324041501272C1EDFD1B41
7492,7492,CCCC,BALDWIN,   SFC,QC,-66.106,48.562,620,-5,none,none,-,-,-,-,7492,SOPFEU,01010000208A0F0000006165EB217D3F419D9A4BE5A6221A41
7498,7498,CCCC,MURDOCHVILLE,   SFC,QC,-65.498,48.954,533,-5,none,none,-,-,-,-,7498,SOPFEU,01010000208A0F000054509FF74DCE3F41DB0139F3A0BB1D41
7512,7512,CCCC,QUEVILLON,   SFC,QC,-77.02,49.035,103,-5,none,none,-,-,-,-,7512,SOPFEU,01010000208A0F00006E5777EBC3CA3341BB7BC34E1E010741
7513,7513,CCCC,JEREMIE,   SFC,QC,-78.782,50.053,269,-5,none,none,-,-,-,-,7513,SOPFEU,01010000208A0F00006D1667A053763141DCC05C4557161041
7515,7515,CCCC,MISTAOUAC,   SFC,QC,-78.785,49.499,296,-5,none,none,-,-,-,-,7515,SOPFEU,01010000208A0F00000053C0B109B23141FD72B6831CE90841
7516,7516,CCCC,WASWANIPI,   SFC,QC,-76.74,49.612,395,-5,none,none,-,-,-,-,7516,SOPFEU,01010000208A0F00007D53CFF59DD03341CFA99886D1350F41
7518,7518,CCCC,MATAGAMI,   SFC,QC,-77.803,49.762,280,-5,none,none,-,-,-,-,7518,SOPFEU,01010000208A0F0000E0A065036B9F3241D5F112F0F4970E41
7521,7521,CCCC,ST-CYR,   SFC,QC,-75.615,48.872,412,-5,none,none,-,-,-,-,7521,SOPFEU,01010000208A0F0000F35C1C7B1360354139F192E6FC850841
7524,7524,CCCC,CHAPAIS,   SFC,QC,-74.975,49.823,381,-5,none,none,-,-,-,-,7524,SOPFEU,01010000208A0F0000CB8029AB108F35417E8CA2840D441341
7525,7525,CCCC,MONT DAROC,   SFC,QC,-75.845,49.291,395,-5,none,none,-,-,-,-,7525,SOPFEU,01010000208A0F00007D0D13E829EB3441E74D3039CE560D41
7526,7526,CCCC,MAICASAGI,   SFC,QC,-76.119,50.096,370,-5,none,none,-,-,-,-,7526,SOPFEU,01010000208A0F0000723A3525CF3A344128E71F8D0D861341
7531,7531,CCCC,GOUIN,   SFC,QC,-74.206,48.855,528,-5,none,none,-,-,-,-,7531,SOPFEU,01010000208A0F000008DE8BF76BE2364149DE0749CF390C41
7533,7533,CCCC,SURPRISE,   SFC,QC,-74.971,49.246,396,-5,none,none,-,-,-,-,7533,SOPFEU,01010000208A0F0000662165979CDD3541F78AEF19EE1B0F41
7538,7538,CCCC,CHAMOUCHOUANE,   SFC,QC,-73.356,49.278,305,-5,none,none,-,-,-,-,7538,SOPFEU,01010000208A0F00004BE5C6DD758B37414D9CC721EF101241
7542,7542,CCCC,DOBLEAU,   SFC,QC,-73.694,49.752,541,-5,none,none,-,-,-,-,7542,SOPFEU,01010000208A0F0000D01B0E8958ED36415EA3B9E3309A1441
7549,7549,CCCC,CHIBOUGAMAU,   SFC,QC,-74.529,49.772,387,-5,none,none,-,-,-,-,7549,SOPFEU,01010000208A0F0000AD6A19DCBF0C364143EED6B0AF8C1341
7551,7551,CCCC,WASKAGANISH,   SFC,QC,-78.343,51.328,73,-5,none,none,-,-,-,-,7551,SOPFEU,01010000208A0F00008B0922BF0A5E31410CBAC577BBE21841
7554,7554,CCCC,NOTTAWAY,   SFC,QC,-77.709,50.594,283,-5,none,none,-,-,-,-,7554,SOPFEU,01010000208A0F00006187A84831583241CC0A5E120AD31441
7556,7556,CCCC,SALAMANDRE,   SFC,QC,-76.833,50.43,277,-5,none,none,-,-,-,-,7556,SOPFEU,01010000208A0F000090280448BC5333413208320728CC1441
7562,7562,CCCC,LAC ALBERT,   SFC,QC,-75.1,50.724,371,-5,none,none,-,-,-,-,7562,SOPFEU,01010000208A0F00005D293E03D3F5344139D8B593B3E31841
7564,7564,CCCC,ASSINICA,   SFC,QC,-75.751,50.809,331,-5,none,none,-,-,-,-,7564,SOPFEU,01010000208A0F00001F6920CCD640344109204429A0971841
7573,7573,CCCC,FROTET,   SFC,QC,-74.404,50.833,391,-5,none,none,-,-,-,-,7573,SOPFEU,01010000208A0F00000999084C089C3541C7FF2674F9841A41
7575,7575,CCCC,BAIE DU POSTE,   SFC,QC,-73.923,50.271,432,-5,none,none,-,-,-,-,7575,SOPFEU,01010000208A0F0000958576FF83673641545700FDCB971741
7576,7576,CCCC,LAC LONG,   SFC,QC,-72.963,50.507,468,-5,none,none,-,-,-,-,7576,SOPFEU,01010000208A0F0000F6EA63B2D03F3741B7AFDE1477791A41
7577,7577,CCCC,LAC WOOLLETT,   SFC,QC,-73.878,51.443,358,-5,none,none,-,-,-,-,7577,SOPFEU,01010000208A0F00001E6E951466CE3541425F03E5E5201F41
7614,7614,CCCC,PIPMUACAN,   SFC,QC,-70.915,49.359,566,-5,none,none,-,-,-,-,7614,SOPFEU,01010000208A0F0000AFC50C8633073A41B5CC1352BB621641
7615,7615,CCCC,BERSIMIS 1 EST,   SFC,QC,-70.111,49.606,406,-5,none,none,-,-,-,-,7615,SOPFEU,01010000208A0F000092E7C2FE81B13A416D4C5F0309451941
7616,7616,CCCC,LAFLAMME,   SFC,QC,-70.253,48.92,591,-5,none,none,-,-,-,-,7616,SOPFEU,01010000208A0F0000A090006072FD3A418D6924934BBA1441
7621,7621,CCCC,CREVET,   SFC,QC,-69.357,49.66,461,-5,none,none,-,-,-,-,7621,SOPFEU,01010000208A0F00000BE82EFA2E6C3B41C5B94D6CD1E31A41
7622,7622,CCCC,MIQUELON,   SFC,QC,-68.543,49.824,482,-5,none,none,-,-,-,-,7622,SOPFEU,01010000208A0F00006B1AAC6888213C4153520D478A541D41
7623,7623,CCCC,OUTARDES 3,   SFC,QC,-68.729,49.574,477,-5,none,none,-,-,-,-,7623,SOPFEU,01010000208A0F00008CDF38094F1D3C41275C9790B4731B41
7631,7631,CCCC,LAC LIBERAL,   SFC,QC,-72.628,49.844,498,-5,none,none,-,-,-,-,7631,SOPFEU,01010000208A0F000066C9526D5FF93741EDDC439CC1C21641
7632,7632,CCCC,MANOUANE,   SFC,QC,-70.472,50.103,657,-5,none,none,-,-,-,-,7632,SOPFEU,01010000208A0F00007CD8F20F6F023A4175664C92B3C81B41
7635,7635,CCCC,DANIEL,   SFC,QC,-71.972,50.3,558,-5,none,none,-,-,-,-,7635,SOPFEU,01010000208A0F00002132544FA15F3841D43F61FFAAA51A41
7638,7638,CCCC,CHUTE D.PASSES,   SFC,QC,-71.168,49.841,399,-5,none,none,-,-,-,-,7638,SOPFEU,01010000208A0F00006605D5B7117839417A4735C1FE021941
7644,7644,CCCC,LAC STE-ANNE,   SFC,QC,-67.945,50.103,300,-5,none,none,-,-,-,-,7644,SOPFEU,01010000208A0F0000112AB829A6883C4170F98544290F2041
7645,7645,CCCC,OUTARDES 4 SUD,   SFC,QC,-68.987,50.103,358,-5,none,none,-,-,-,-,7645,SOPFEU,01010000208A0F0000EBCB71F8857F3B41C429C06756481E41
7651,7651,CCCC,TEMISCAMIE,   SFC,QC,-72.572,51.058,593,-5,none,none,-,-,-,-,7651,SOPFEU,01010000208A0F0000409CC76EE55237411CEC2E5F038A1E41
7653,7653,CCCC,COURSAY,   SFC,QC,-72.201,51.453,526,-5,none,none,-,-,-,-,7653,SOPFEU,01010000208A0F00002E0FE25DB4753741274EE87619CA2041
7654,7654,CCCC,MANOUANE EST,   SFC,QC,-70.532,50.656,496,-5,none,none,-,-,-,-,7654,SOPFEU,01010000208A0F00003BBAEEAA3F9939416D5557D5F5251F41
7655,7655,CCCC,MACHISQUE,   SFC,QC,-71.831,50.89,552,-5,none,none,-,-,-,-,7655,SOPFEU,01010000208A0F000092FED85B5629384151538EACBE951E41
7656,7656,CCCC,PIACOUADIE,   SFC,QC,-70.931,51.194,576,-5,none,none,-,-,-,-,7656,SOPFEU,01010000208A0F0000396F6F52D0DD38414CE5D5EDDBF02041
7658,7658,CCCC,BONNARD,   SFC,QC,-71.014,50.729,497,-5,none,none,-,-,-,-,7658,SOPFEU,01010000208A0F0000A17C1590CA1239411C8BFF596BD61E41
7661,7661,CCCC,LAC A LA CROIX,   SFC,QC,-70.081,51.328,626,-5,none,none,-,-,-,-,7661,SOPFEU,01010000208A0F00001FECBA0A299D39419D1DFC8F9E082241
7662,7662,CCCC,GAREMAND,   SFC,QC,-67.139,51.111,789,-5,none,none,-,-,-,-,7662,SOPFEU,01010000208A0F000059A0DC82B39B3C41D336636980DF2341
